ticket_id,created_at,user_report,risk_category,subcategory,severity,sla_target_hours,region,channel,language,model_confidence,escalation_team,human_review_required,final_action,ticket_summary,risk_rationale,recommended_next_step,sla_note,human_review_note
TKT-0069,2026-06-11 01:45:00,"My contact details appear in a public group and I want them removed",Privacy concern,Personal data exposure,High,4,Middle East & Africa,In-app report,Korean,0.64,Legal & Compliance,True,Escalate to specialist,"User reports potential data exposure or privacy violation. Legal and compliance review recommended.","Personal data exposure or privacy violation described.","Escalate to Legal and Compliance. Assess data exposure risk.","High severity — action required within 4 hours.","Human review mandatory. Do not auto-resolve."
TKT-0070,2026-03-18 10:01:00,"Someone in a group I follow has posted something concerning",Self-harm concern,Crisis language,High,4,Asia Pacific,Email,English,0.96,Trust & Safety Review,True,Escalate to specialist,"User report contains language or observations consistent with welfare concern. Human review mandatory.","Language patterns include distress signals. Welfare concern is plausible.","Escalate immediately. Apply safe messaging guidelines.","High severity — action required within 4 hours.","Human review mandatory. Do not auto-resolve."
TKT-0071,2026-02-09 02:11:00,"There is a suspicious transaction linked to my payment method",Billing safety escalation,Billing dispute,Medium,24,Middle East & Africa,API,Spanish,0.85,Billing Operations,False,Monitor and log,"User reports suspicious billing activity. Billing team investigation required.","Suspicious financial activity linked to user account.","Route to Billing Operations. Investigate transaction history.","Medium severity — action required within 24 hours.","Human review not required. Standard workflow applies."
TKT-0072,2026-05-20 05:00:00,"I saw content in a group that seemed to target young users in an inappropriate way",Child safety concern,Age verification issue,Critical,1,Europe,In-app report,English,0.96,Child Safety Specialists,True,Immediate action required,"Report describes possible risk involving a minor. Immediate escalation to Child Safety Specialists required.","Possible grooming or inappropriate contact with a minor described.","Escalate immediately to Child Safety Specialists. Preserve all records.","Critical severity — action required within 1 hour.","Human review mandatory. Do not auto-resolve."
TKT-0073,2026-04-18 02:38:00,"I received a refund request from someone I do not recognise",Billing safety escalation,Billing dispute,Critical,1,Europe,Web form,French,0.58,Billing Operations,True,Immediate action required,"User reports suspicious billing activity. Billing team investigation required.","Suspicious financial activity linked to user account.","Route to Billing Operations. Investigate transaction history.","Critical severity — action required within 1 hour.","Human review mandatory. Do not auto-resolve."
TKT-0074,2026-06-03 23:33:00,"I have been receiving hateful messages about my identity",Harassment,Threatening messages,High,4,North America,API,French,0.96,Trust & Safety Review,True,Escalate to specialist,"User reports repeated unwanted contact or threatening behaviour. Escalation to Trust and Safety reviewer required.","Repeated unwanted contact or threatening language described.","Escalate to Trust and Safety Review. Review communication history.","High severity — action required within 4 hours.","Human review mandatory. Do not auto-resolve."
TKT-0075,2026-05-11 03:21:00,"A user has been sending me threatening messages repeatedly",Harassment,Threatening messages,High,4,Asia Pacific,Web form,Japanese,0.8,Trust & Safety Review,True,Escalate to specialist,"User reports repeated unwanted contact or threatening behaviour. Escalation to Trust and Safety reviewer required.","Repeated unwanted contact or threatening language described.","Escalate to Trust and Safety Review. Review communication history.","High severity — action required within 4 hours.","Human review mandatory. Do not auto-resolve."
TKT-0076,2026-05-31 16:37:00,"A post is spreading false information about health treatments",Misinformation,Misleading media,Medium,24,Asia Pacific,In-app report,Arabic,0.64,Content Moderation,True,Monitor and log,"User reports misleading or false content. Content review and fact-check assessment required.","False or misleading claim identified. Potential for harm if widely shared.","Route to Content Moderation. Review content for policy violation.","Medium severity — action required within 24 hours.","Human review mandatory. Do not auto-resolve."
TKT-0077,2026-04-14 14:33:00,"Someone is sharing manipulated images and presenting them as real",Misinformation,Election misinformation,Medium,24,Asia Pacific,Web form,English,0.82,Content Moderation,False,Monitor and log,"User reports misleading or false content. Content review and fact-check assessment required.","False or misleading claim identified. Potential for harm if widely shared.","Route to Content Moderation. Review content for policy violation.","Medium severity — action required within 24 hours.","Human review not required. Standard workflow applies."
TKT-0078,2026-04-21 21:51:00,"A viral post contains factually incorrect information that could cause harm",Misinformation,Misleading media,Medium,24,Latin America,Email,Spanish,0.97,Content Moderation,False,Monitor and log,"User reports misleading or false content. Content review and fact-check assessment required.","False or misleading claim identified. Potential for harm if widely shared.","Route to Content Moderation. Review content for policy violation.","Medium severity — action required within 24 hours.","Human review not required. Standard workflow applies."
TKT-0079,2026-03-15 22:54:00,"I cannot log in and I think my password was changed by someone else",Account abuse,Suspicious login,High,4,Europe,Email,Korean,0.7,Trust & Safety Review,True,Escalate to specialist,"User reports possible account compromise or unauthorised access. Immediate account security review recommended.","Unauthorised access indicators present in report. Account security compromise likely.","Escalate to Trust and Safety Review. Initiate account security check.","High severity — action required within 4 hours.","Human review mandatory. Do not auto-resolve."
TKT-0080,2026-03-02 22:03:00,"I keep receiving friend requests from accounts that all look fake",Platform integrity,Coordinated inauthentic behaviour,Medium,24,Europe,Email,French,0.67,Content Moderation,True,Monitor and log,"User reports suspected inauthentic behaviour, spam or coordinated abuse. Platform integrity review required.","Inauthentic or coordinated behaviour suspected.","Route to Content Moderation. Assess account network for coordinated abuse.","Medium severity — action required within 24 hours.","Human review mandatory. Do not auto-resolve."
