ticket_id,created_at,user_report,risk_category,subcategory,severity,sla_target_hours,region,channel,language,model_confidence,escalation_team,human_review_required,final_action
TKT-0452,2026-04-07 03:09:00,My payment method was used without my permission.,Billing safety escalation,refund_dispute_with_fraud_signal,Medium,24,UK,Live chat,Arabic,0.9,Fraud and Account Integrity,True,Fraud investigation
TKT-0453,2026-03-29 05:39:00,Someone said they do not feel safe and may harm themselves.,Self-harm concern,potential_immediate_risk,Critical,1,North America,Mobile app,Other,0.87,Trust & Safety Review,True,Safety escalation
TKT-0454,2026-03-27 18:57:00,I received threatening messages from another account.,Harassment,threats,Medium,24,Global / Unknown,Live chat,German,0.73,Trust & Safety Review,True,Safety escalation
TKT-0455,2026-04-23 02:39:00,I am worried an adult is contacting my younger sibling.,Child safety concern,minor_contact_concern,Critical,1,Africa,Mobile app,German,0.66,Child Safety Escalation,True,Child safety escalation
TKT-0456,2026-03-07 00:22:00,Many accounts are posting the same suspicious message repeatedly.,Platform integrity,spam_network,Medium,24,UK,Mobile app,Other,0.76,Fraud and Account Integrity,False,Fraud investigation
TKT-0457,2026-01-14 23:12:00,A user appears to be asking for help during a serious emotional crisis.,Self-harm concern,crisis_language,High,4,Africa,In-product report,German,0.62,Trust & Safety Review,True,Safety escalation
TKT-0458,2026-04-13 15:02:00,This account is pretending to be someone else and asking people for money.,Scam or fraud,refund_abuse,High,4,Middle East,Mobile app,German,0.91,Fraud and Account Integrity,True,Human review required
TKT-0459,2026-03-25 17:17:00,A user asked me to send payment through a private link.,Scam or fraud,advance_fee_scam,High,4,Africa,In-product report,Spanish,0.83,Fraud and Account Integrity,True,Fraud investigation
TKT-0460,2026-03-30 17:39:00,A user keeps sending me unwanted messages after I asked them to stop.,Harassment,hate_directed_abuse,High,4,Middle East,Appeal form,French,0.64,Trust & Safety Review,True,Human review required
TKT-0461,2026-02-28 05:48:00,My personal details are visible where they should not be.,Privacy concern,personal_data_exposure,High,4,UK,Live chat,French,0.92,Privacy Review,True,Human review required
TKT-0462,2026-02-09 05:53:00,A group of users are targeting me with abusive replies.,Harassment,intimidation,Medium,24,Global / Unknown,Appeal form,French,0.93,Trust & Safety Review,False,Content review
TKT-0463,2026-04-27 02:52:00,I want to appeal the decision on my content.,Policy confusion,unclear_policy_application,Low,72,Latin America,Email support,English,0.85,Support / Education,False,No action
TKT-0464,2026-02-08 19:13:00,I noticed a suspicious charge after my account was accessed.,Billing safety escalation,refund_dispute_with_fraud_signal,High,4,North America,Email support,Arabic,0.92,Fraud and Account Integrity,True,Account security review
TKT-0465,2026-02-13 05:34:00,Several accounts appear to be bots.,Platform integrity,fake_account_cluster,Medium,24,UK,Live chat,Russian,0.82,Fraud and Account Integrity,False,Fraud investigation
TKT-0466,2026-04-08 22:28:00,I am worried that another user may hurt themselves based on their recent messages.,Self-harm concern,concern_about_other_user,High,4,Global / Unknown,Email support,Other,0.91,Trust & Safety Review,True,Safety escalation
TKT-0467,2026-04-03 17:50:00,A user keeps sending me unwanted messages after I asked them to stop.,Harassment,targeted_insults,Medium,24,North America,Mobile app,Arabic,0.66,Trust & Safety Review,True,Safety escalation
TKT-0468,2026-02-22 23:30:00,A user appears to be asking for help during a serious emotional crisis.,Self-harm concern,non_immediate_distress,High,4,Global / Unknown,Live chat,English,0.82,Trust & Safety Review,True,Human review required
TKT-0469,2026-04-05 19:45:00,I received a suspicious message promising a fake investment return.,Scam or fraud,advance_fee_scam,High,4,Global / Unknown,Email support,Russian,0.79,Fraud and Account Integrity,True,Fraud investigation
TKT-0470,2026-03-24 17:25:00,A post is making false claims that could lead people to unsafe behaviour.,Misinformation,harmful_instructional_content,High,4,Africa,Mobile app,Russian,0.91,Policy Review,True,Policy review
TKT-0471,2026-01-09 05:36:00,A post is making false claims that could lead people to unsafe behaviour.,Misinformation,health_misinformation,Medium,24,Latin America,In-product report,Arabic,0.56,Policy Review,True,Content review
TKT-0472,2026-03-21 20:07:00,Someone said they do not feel safe and may harm themselves.,Self-harm concern,potential_immediate_risk,High,4,North America,Email support,English,0.62,Trust & Safety Review,True,Human review required
TKT-0473,2026-01-17 22:33:00,I was charged after suspicious activity appeared on my account.,Billing safety escalation,billing_after_account_takeover,Medium,24,Africa,Appeal form,French,0.55,Fraud and Account Integrity,True,Fraud investigation
TKT-0474,2026-01-14 21:34:00,Several accounts appear to be bots.,Platform integrity,coordinated_inauthentic_activity,High,4,Africa,Appeal form,Arabic,0.9,Fraud and Account Integrity,True,Content review
TKT-0475,2026-01-26 20:47:00,A group of fake accounts are manipulating reviews.,Platform integrity,coordinated_inauthentic_activity,High,4,North America,Appeal form,Russian,0.71,Fraud and Account Integrity,True,Fraud investigation
TKT-0476,2026-03-04 22:43:00,Someone shared private information about me without permission.,Privacy concern,personal_data_exposure,High,4,Asia-Pacific,In-product report,Arabic,0.63,Privacy Review,True,Privacy escalation
TKT-0477,2026-04-06 23:30:00,A user offered a service but asked me to pay outside the platform.,Scam or fraud,advance_fee_scam,High,4,UK,Live chat,Spanish,0.8,Fraud and Account Integrity,True,Human review required
TKT-0478,2026-01-01 18:38:00,The policy explanation was unclear to me.,Policy confusion,appeal_request,Medium,24,Europe,Mobile app,Arabic,0.57,Support / Education,True,Policy review
TKT-0479,2026-04-11 23:08:00,My address was shared in a comment without my consent.,Privacy concern,unauthorised_sharing,High,4,Latin America,Mobile app,Other,0.88,Privacy Review,True,Human review required
TKT-0480,2026-02-20 02:41:00,I think a minor may be at risk based on this interaction.,Child safety concern,age_appropriate_content_concern,Critical,1,Middle East,Email support,French,0.94,Child Safety Escalation,True,Child safety escalation
TKT-0481,2026-02-02 00:04:00,Someone changed my password and I cannot access my account.,Account abuse,suspicious_login_attempt,Medium,24,North America,Email support,Russian,0.68,Fraud and Account Integrity,True,Human review required
TKT-0482,2026-03-08 21:23:00,I do not understand why my post was removed.,Policy confusion,appeal_request,Low,72,Africa,Live chat,German,0.77,Support / Education,False,Policy review
TKT-0483,2026-01-30 08:46:00,My personal details are visible where they should not be.,Privacy concern,deletion_request,High,4,UK,Live chat,Spanish,0.64,Privacy Review,True,Privacy escalation
TKT-0484,2026-01-06 13:19:00,A user is spreading misleading safety information.,Misinformation,misleading_claims,Medium,24,Africa,Mobile app,English,0.8,Policy Review,False,Policy review
TKT-0485,2026-01-25 16:22:00,A user offered a service but asked me to pay outside the platform.,Scam or fraud,investment_scam,High,4,Asia-Pacific,Live chat,German,0.66,Fraud and Account Integrity,True,Human review required
TKT-0486,2026-04-02 17:12:00,I want my private information removed from this post.,Privacy concern,visibility_misconfiguration,Medium,24,UK,Live chat,English,0.84,Privacy Review,True,Privacy escalation
TKT-0487,2026-02-08 23:13:00,I noticed a suspicious charge after my account was accessed.,Billing safety escalation,coerced_payment,Medium,24,Latin America,Web form,Arabic,0.89,Fraud and Account Integrity,True,Fraud investigation
TKT-0488,2026-04-18 02:22:00,Someone is repeatedly insulting me in comments.,Harassment,sexual_harassment,High,4,Latin America,Appeal form,French,0.92,Trust & Safety Review,True,Content review
TKT-0489,2026-02-11 13:43:00,A user posted something that sounds like they are in crisis.,Self-harm concern,crisis_language,Critical,1,Middle East,Web form,Other,0.65,Trust & Safety Review,True,Safety escalation
TKT-0490,2026-04-09 22:41:00,My address was shared in a comment without my consent.,Privacy concern,unauthorised_sharing,High,4,Asia-Pacific,Web form,Other,0.84,Privacy Review,True,Human review required
TKT-0491,2026-04-19 10:10:00,A user posted my phone number publicly.,Privacy concern,visibility_misconfiguration,High,4,Global / Unknown,Web form,French,0.76,Privacy Review,True,Privacy escalation
TKT-0492,2026-04-26 22:26:00,Private information about a child was shared publicly.,Child safety concern,age_appropriate_content_concern,Critical,1,UK,In-product report,Arabic,0.86,Child Safety Escalation,True,Human review required
TKT-0493,2026-04-10 08:56:00,I am worried an adult is contacting my younger sibling.,Child safety concern,minor_privacy_concern,Critical,1,Europe,Live chat,French,0.85,Child Safety Escalation,True,Human review required
TKT-0494,2026-02-15 12:45:00,I was charged after suspicious activity appeared on my account.,Billing safety escalation,suspicious_charge,High,4,Global / Unknown,Web form,Other,0.79,Fraud and Account Integrity,True,Account security review
TKT-0495,2026-01-27 19:28:00,A user offered a service but asked me to pay outside the platform.,Scam or fraud,impersonation,High,4,UK,Email support,Arabic,0.7,Fraud and Account Integrity,True,Human review required
TKT-0496,2026-04-27 00:03:00,The same scripted message is being posted across many accounts.,Platform integrity,fake_account_cluster,Medium,24,Europe,Live chat,Other,0.81,Fraud and Account Integrity,False,Content review
TKT-0497,2026-03-11 07:35:00,My payment method was used without my permission.,Billing safety escalation,payment_method_misuse,High,4,Middle East,Mobile app,Spanish,0.91,Fraud and Account Integrity,True,Human review required
TKT-0498,2026-04-20 04:32:00,I requested a refund but the situation looks like fraud.,Billing safety escalation,suspicious_charge,High,4,Latin America,Mobile app,Arabic,0.88,Fraud and Account Integrity,True,Account security review
TKT-0499,2026-02-02 00:08:00,Why was my account feature restricted?,Policy confusion,unclear_policy_application,Low,72,North America,Mobile app,German,0.96,Support / Education,False,No action
TKT-0500,2026-03-11 06:33:00,A user posted something that sounds like they are in crisis.,Self-harm concern,potential_immediate_risk,Critical,1,Africa,Web form,Spanish,0.63,Trust & Safety Review,True,Safety escalation
